,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,missing_colname 16,missing_colname 17,missing_colname 18,missing_colname 19,missing_colname 20,Rank,Value,fullname,AGE
248,Federico,Leuty,Male,59,1978-12-11,Product Engineer,Property,High Net Worth,N,Yes,11,720 Menomonie Crossing,2380,NSW,Australia,4.0,0.88,1.1,1.1,1.1,249,249,1.07578125,Federico Leuty,39
249,Ferdy,Hornung,Male,57,1974-05-14,Analog Circuit Design manager,Entertainment,High Net Worth,N,No,18,0686 Hallows Trail,4506,QLD,Australia,3.0,0.7,0.7,0.7,0.7,250,250,1.075,Ferdy Hornung,43
250,Sunny,Christescu,Female,90,1975-03-12,Cost Accountant,Financial Services,Mass Customer,N,No,11,6668 Blue Bill Park Plaza,2209,NSW,Australia,10.0,0.9,0.9,1.125,0.95625,250,250,1.075,Sunny Christescu,42
251,Shadow,Yakutin,Male,85,1967-02-03,Software Test Engineer IV,Health,Affluent Customer,N,Yes,6,06 Dwight Park,4119,QLD,Australia,2.0,1.1,1.375,1.71875,1.71875,252,252,1.073125,Shadow Yakutin,50
252,Sharai,Priddie,Female,13,1961-01-16,Sales Representative,Retail,Mass Customer,N,No,9,5202 Crowley Place,2145,NSW,Australia,9.0,0.55,0.55,0.6875,0.584375,252,252,1.073125,Sharai Priddie,56
253,Celeste,Fretson,Female,91,1980-09-16,Product Engineer,IT,Mass Customer,N,No,9,14709 Portage Avenue,2166,NSW,Australia,9.0,0.4,0.4,0.5,0.425,252,252,1.073125,Celeste Fretson,37
254,Lea,Ilyinski,Female,75,1997-09-25,Structural Analysis Engineer,Financial Services,High Net Worth,N,No,12,895 Glendale Park,2026,NSW,Australia,12.0,0.55,0.55,0.6875,0.6875,252,252,1.073125,Lea Ilyinski,20
255,Dyann,Olechnowicz,Female,17,1939-07-17,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,16,0474 Bowman Hill,3031,VIC,Australia,10.0,0.45,0.45,0.5625,0.478125,252,252,1.073125,Dyann Olechnowicz,78
256,Delly,Sunman,Female,49,1959-04-11,Account Coordinator,Retail,Mass Customer,N,No,15,652 Fuller Terrace,3206,VIC,Australia,12.0,0.62,0.62,0.775,0.65875,252,252,1.073125,Delly Sunman,58
257,Malvin,Ryhorovich,Male,37,1962-03-03,Quality Control Specialist,,Mass Customer,N,No,5,5356 Sugar Plaza,4818,QLD,Australia,3.0,0.6,0.6,0.6,0.51,252,252,1.073125,Malvin Ryhorovich,55
258,Tanya,Hamberston,Female,45,2000-09-25,Product Engineer,,Mass Customer,N,Yes,9,7 Schiller Point,4113,QLD,Australia,6.0,1.08,1.35,1.35,1.1475,259,259,1.0625,Tanya Hamberston,17
259,Kaela,Romaines,Female,41,1971-11-27,Geological Engineer,Manufacturing,High Net Worth,N,No,19,9193 Prairieview Drive,2155,NSW,Australia,10.0,0.84,0.84,1.05,1.05,259,259,1.0625,Kaela Romaines,46
260,Evonne,Bembridge,Female,9,1969-07-06,Recruiting Manager,Retail,Mass Customer,N,Yes,14,13272 Basil Avenue,3103,VIC,Australia,9.0,0.96,1.2,1.5,1.275,259,259,1.0625,Evonne Bembridge,48
261,Shannen,Lewin,Female,21,1991-06-07,Analog Circuit Design manager,Argiculture,High Net Worth,N,No,6,29 Aberg Crossing,4210,QLD,Australia,6.0,0.91,0.91,0.91,0.91,259,259,1.0625,Shannen Lewin,26
262,Bogey,Attew,Male,88,1992-11-18,Software Engineer II,IT,Mass Customer,N,Yes,10,4 Monterey Road,4165,QLD,Australia,9.0,0.85,1.0625,1.328125,1.12890625,259,259,1.0625,Bogey Attew,25
263,Zondra,Ringham,Female,36,1948-01-13,Cost Accountant,Financial Services,Mass Customer,N,Yes,7,416 Lighthouse Bay Lane,4510,QLD,Australia,5.0,0.99,1.2375,1.2375,1.051875,259,259,1.0625,Zondra Ringham,69
264,Barnebas,Apfel,Male,57,1996-02-19,Account Executive,Manufacturing,Affluent Customer,N,Yes,2,05475 Elgar Place,4000,QLD,Australia,6.0,0.6,0.75,0.75,0.75,259,259,1.0625,Barnebas Apfel,21
265,Alleen,Eaken,Female,56,1938-08-31,,,Mass Customer,N,No,10,343 Lakewood Center,2089,NSW,Australia,12.0,0.68,0.68,0.85,0.7225,259,259,1.0625,Alleen Eaken,79
266,Gerri,Schimann,Female,81,1969-11-17,Desktop Support Technician,Property,Mass Customer,N,Yes,18,47 Kim Terrace,2566,NSW,Australia,8.0,0.93,1.1625,1.453125,1.23515625,259,259,1.0625,Gerri Schimann,48
267,Antonietta,Egle,Female,82,1973-09-25,Actuary,Financial Services,Mass Customer,N,No,7,590 Hagan Parkway,3805,VIC,Australia,7.0,0.71,0.71,0.8875,0.754375,259,259,1.0625,Antonietta Egle,44
268,Raff,Waycott,Male,70,1951-12-16,Engineer IV,Manufacturing,Affluent Customer,N,Yes,14,94694 Eagle Crest Terrace,3977,VIC,Australia,7.0,0.82,1.025,1.025,1.025,259,259,1.0625,Raff Waycott,66
269,Lark,Gonet,Female,89,1972-01-17,Database Administrator II,Health,High Net Worth,N,No,8,261 Orin Center,2763,NSW,Australia,8.0,0.55,0.55,0.6875,0.6875,259,259,1.0625,Lark Gonet,45
270,Cletis,Longley,Male,84,1996-07-01,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,1,667 Waxwing Plaza,3199,VIC,Australia,7.0,0.7,0.875,1.09375,1.09375,271,271,1.06,Cletis Longley,21
271,Bartram,Di Lucia,Male,70,1961-01-03,,Argiculture,Mass Customer,N,Yes,5,83509 Delaware Street,2480,NSW,Australia,3.0,0.51,0.6375,0.6375,0.541875,271,271,1.06,Bartram Di Lucia,56
272,Theresa,Cowper,Female,99,1976-08-24,Accountant III,Manufacturing,Mass Customer,N,No,3,88 Mifflin Pass,2529,NSW,Australia,10.0,0.65,0.65,0.8125,0.690625,271,271,1.06,Theresa Cowper,41
273,Philbert,Raraty,Male,48,1956-06-28,Executive Secretary,Manufacturing,Mass Customer,N,No,6,10 Dexter Park,2177,NSW,Australia,9.0,0.43,0.43,0.5375,0.456875,274,274,1.051875,Philbert Raraty,61
274,Egon,Ortells,Male,35,1976-06-11,Structural Engineer,Manufacturing,Affluent Customer,N,No,13,3 Sundown Hill,2168,NSW,Australia,9.0,0.81,0.81,1.0125,1.0125,274,274,1.051875,Egon Ortells,41
275,Dahlia,Shovlar,Female,90,1966-03-07,Environmental Specialist,,Affluent Customer,N,Yes,7,655 Glendale Trail,3976,VIC,Australia,3.0,0.51,0.6375,0.796875,0.796875,274,274,1.051875,Dahlia Shovlar,51
276,Timi,Duny,Female,70,1953-03-12,Office Assistant II,Telecommunications,High Net Worth,N,No,6,39192 Glendale Alley,2092,NSW,Australia,12.0,0.62,0.62,0.775,0.775,274,274,1.051875,Timi Duny,64
277,Dominick,Asher,Male,50,1962-10-06,Research Associate,Health,Affluent Customer,N,Yes,5,7307 Lake View Crossing,3804,VIC,Australia,9.0,1.0,1.25,1.5625,1.5625,278,278,1.05,Dominick Asher,55
278,Raye,Roo,Female,64,1976-03-07,Database Administrator I,Financial Services,Mass Customer,N,Yes,16,1199 Express Plaza,3046,VIC,Australia,9.0,1.04,1.3,1.625,1.38125,278,278,1.05,Raye Roo,41
279,Becka,Hacon,Female,81,1965-07-03,General Manager,Financial Services,Affluent Customer,N,No,17,1 Namekagon Point,3791,VIC,Australia,9.0,0.88,0.88,1.1,1.1,278,278,1.05,Becka Hacon,52
280,Cirillo,Frossell,Male,7,1968-10-14,Graphic Designer,,Mass Customer,N,No,6,602 Meadow Vale Lane,2111,NSW,Australia,12.0,0.98,0.98,1.225,1.04125,278,278,1.05,Cirillo Frossell,49
281,Verla,Dumingos,Female,26,1971-09-18,Design Engineer,Telecommunications,Mass Customer,N,Yes,10,6784 Spohn Alley,3021,VIC,Australia,8.0,0.55,0.6875,0.6875,0.584375,282,282,1.04921875,Verla Dumingos,46
282,Sherrie,Godleman,Female,37,1978-04-02,Associate Professor,Manufacturing,Mass Customer,N,No,19,67 Shelley Crossing,3350,VIC,Australia,2.0,0.62,0.62,0.62,0.527,282,282,1.04921875,Sherrie Godleman,39
283,Dexter,Shutle,Male,81,1959-01-05,Quality Control Specialist,,Mass Customer,N,No,17,07 Dayton Court,4005,QLD,Australia,7.0,0.49,0.49,0.6125,0.520625,284,284,1.046875,Dexter Shutle,58
284,Konstanze,Hovie,Female,88,1967-01-09,Pharmacist,Health,Mass Customer,N,No,11,351 Sunfield Lane,4370,QLD,Australia,7.0,1.08,1.08,1.35,1.1475,285,285,1.04125,Konstanze Hovie,50
285,Bink,Bentje,Male,3,1957-03-23,Payment Adjustment Coordinator,Financial Services,High Net Worth,N,Yes,19,8427 Moulton Place,2680,NSW,Australia,3.0,0.61,0.7625,0.7625,0.7625,285,285,1.04125,Bink Bentje,60
286,Taber,Szymon,Male,70,1947-04-22,Senior Sales Associate,Argiculture,Affluent Customer,N,No,13,984 Del Sol Junction,4659,QLD,Australia,8.0,0.87,0.87,0.87,0.87,287,287,1.04,Taber Szymon,70
287,Debbi,Dannatt,Female,2,1958-12-28,Technical Writer,,Affluent Customer,N,No,6,3 Pepper Wood Hill,4218,QLD,Australia,10.0,0.74,0.74,0.925,0.925,287,287,1.04,Debbi Dannatt,59
288,Giana,Staresmeare,Female,96,1976-04-20,Account Representative IV,Retail,Affluent Customer,N,Yes,9,8737 Scoville Center,2770,NSW,Australia,7.0,0.47,0.5875,0.734375,0.734375,289,289,1.0375,Giana Staresmeare,41
289,Morton,Petkens,Male,50,1990-11-13,Account Coordinator,Manufacturing,High Net Worth,N,Yes,10,385 Montana Place,3012,VIC,Australia,1.0,0.8,1.0,1.0,1.0,289,289,1.0375,Morton Petkens,27
290,Vittoria,Whitney,Female,95,1981-06-03,Research Assistant I,,High Net Worth,N,No,12,3 Surrey Court,2019,NSW,Australia,11.0,0.48,0.48,0.6,0.6,291,291,1.0359375,Vittoria Whitney,36
291,Paquito,Atwood,Male,15,1972-07-30,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,9,2 Magdeline Street,3199,VIC,Australia,8.0,0.58,0.58,0.58,0.58,291,291,1.0359375,Paquito Atwood,45
292,Dimitri,Tribbeck,Male,89,1958-12-07,Chief Design Engineer,,Affluent Customer,N,No,20,93235 Hoard Trail,3165,VIC,Australia,6.0,0.71,0.71,0.8875,0.8875,291,291,1.0359375,Dimitri Tribbeck,59
293,Shelli,Bartholomaus,Female,88,1963-05-11,Associate Professor,Health,Mass Customer,N,Yes,6,356 Carberry Avenue,3082,VIC,Australia,7.0,0.98,1.225,1.53125,1.3015625,291,291,1.0359375,Shelli Bartholomaus,54
294,Kermit,Lebond,Male,36,1980-02-01,Financial Advisor,Financial Services,Mass Customer,N,No,4,71 Ludington Center,4208,QLD,Australia,8.0,0.86,0.86,0.86,0.731,295,295,1.03125,Kermit Lebond,37
295,Biddie,Gorce,Female,68,1988-01-30,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,5,2116 Continental Terrace,2795,NSW,Australia,7.0,0.44,0.55,0.55,0.4675,295,295,1.03125,Biddie Gorce,29
296,Rupert,Marrow,Male,73,1970-08-08,,Property,High Net Worth,N,No,19,2 7th Way,2760,NSW,Australia,8.0,0.41,0.41,0.41,0.41,297,297,1.030625,Rupert Marrow,47
297,Geoff,Sitford,Male,97,1965-02-27,Account Executive,Financial Services,Mass Customer,N,Yes,4,7 Elgar Road,2148,NSW,Australia,8.0,0.45,0.5625,0.703125,0.59765625,297,297,1.030625,Geoff Sitford,52
298,Ange,Chitham,Female,91,1991-02-14,,Argiculture,Mass Customer,N,No,10,00003 Hoffman Pass,2560,NSW,Australia,8.0,0.74,0.74,0.925,0.78625,297,297,1.030625,Ange Chitham,26
299,Tiphanie,Blackader,Female,59,1947-10-08,Physical Therapy Assistant,Retail,Mass Customer,N,No,17,71 Stone Corner Avenue,2007,NSW,Australia,11.0,1.08,1.08,1.35,1.1475,297,297,1.030625,Tiphanie Blackader,70
300,Zollie,Crinidge,Male,39,1988-01-10,Systems Administrator I,Retail,Mass Customer,N,Yes,10,0 Esker Avenue,4019,QLD,Australia,5.0,0.57,0.7125,0.7125,0.605625,297,297,1.030625,Zollie Crinidge,29
301,Daisy,Pollen,Female,97,1993-08-09,Cost Accountant,Financial Services,Mass Customer,N,No,7,61825 Debs Terrace,3167,VIC,Australia,9.0,0.84,0.84,1.05,0.8925,302,302,1.03,Daisy Pollen,24
302,Emelen,Bidnall,Male,79,1981-08-05,Systems Administrator IV,Health,Affluent Customer,N,Yes,11,11 Oak Terrace,2026,NSW,Australia,12.0,1.03,1.2875,1.609375,1.609375,302,302,1.03,Emelen Bidnall,36
303,Linette,Boman,Female,56,1949-05-20,Account Executive,,Affluent Customer,N,No,11,7 Michigan Hill,2076,NSW,Australia,11.0,0.64,0.64,0.8,0.8,304,304,1.025,Linette Boman,68
304,Manya,Abramovici,Female,42,1955-07-17,Quality Engineer,Financial Services,High Net Worth,N,Yes,13,8 Randy Park,4214,QLD,Australia,8.0,0.83,1.0375,1.0375,1.0375,304,304,1.025,Manya Abramovici,62
305,Brynna,Tivers,Female,81,1974-08-09,Recruiting Manager,Financial Services,Mass Customer,N,No,6,0 Mayfield Parkway,4272,QLD,Australia,7.0,0.6,0.6,0.75,0.6375,304,304,1.025,Brynna Tivers,43
306,Art,Carolan,Male,1,1954-11-09,Marketing Manager,,Affluent Customer,N,Yes,11,57903 Hanson Parkway,2570,NSW,Australia,9.0,0.95,1.1875,1.484375,1.484375,304,304,1.025,Art Carolan,63
307,Alfi,Sabbins,Female,63,1959-06-12,,Financial Services,High Net Worth,N,Yes,18,763 Ridgeway Place,2344,NSW,Australia,3.0,1.04,1.3,1.3,1.3,304,304,1.025,Alfi Sabbins,58
308,Loleta,Aberdalgy,Female,45,1981-02-15,Occupational Therapist,Health,Mass Customer,N,No,11,99 Westend Court,2287,NSW,Australia,6.0,0.7,0.7,0.7,0.595,304,304,1.025,Loleta Aberdalgy,36
309,Aldric,Birney,Male,21,1971-08-19,,Manufacturing,Mass Customer,N,Yes,14,5 Caliangt Center,2546,NSW,Australia,6.0,1.04,1.3,1.3,1.105,310,310,1.02265625,Aldric Birney,46
310,Natividad,Balducci,Female,39,1991-02-07,,Property,High Net Worth,N,Yes,10,4472 Washington Junction,3206,VIC,Australia,11.0,0.79,0.9875,1.234375,1.234375,310,310,1.02265625,Natividad Balducci,26
311,Claudine,Dymick,Female,28,1965-12-13,Design Engineer,Health,Mass Customer,N,No,5,31675 Corry Way,3977,VIC,Australia,5.0,0.54,0.54,0.54,0.459,312,312,1.02,Claudine Dymick,52
312,Seamus,Cains,Male,61,1989-12-15,Teacher,Manufacturing,High Net Worth,N,No,7,4882 Dakota Center,2305,NSW,Australia,8.0,0.57,0.57,0.57,0.57,312,312,1.02,Seamus Cains,28
313,Guss,Karim,Male,95,1968-11-24,Senior Sales Associate,Manufacturing,Mass Customer,N,No,7,4 Warner Circle,2227,NSW,Australia,11.0,1.03,1.03,1.2875,1.094375,312,312,1.02,Guss Karim,49
314,Julietta,Setchfield,Female,73,1992-01-31,Operator,,High Net Worth,N,Yes,3,4 Manufacturers Crossing,4170,QLD,Australia,8.0,0.47,0.5875,0.5875,0.5875,312,312,1.02,Julietta Setchfield,25
315,Roch,Symson,Female,96,1978-05-13,Office Assistant I,Manufacturing,High Net Worth,N,No,18,016 Westport Park,3073,VIC,Australia,9.0,0.96,0.96,1.2,1.2,312,312,1.02,Roch Symson,39
316,Audry,Fann,Female,3,1957-10-17,Pharmacist,Health,Mass Customer,N,Yes,15,19 Debs Parkway,3029,VIC,Australia,6.0,0.46,0.575,0.575,0.48875,312,312,1.02,Audry Fann,60
317,Cecelia,Cisar,Female,20,1985-03-26,,Property,Mass Customer,N,Yes,15,665 Sachs Way,4212,QLD,Australia,7.0,1.02,1.275,1.275,1.08375,312,312,1.02,Cecelia Cisar,32
318,Clari,Voas,Female,74,1955-07-28,Human Resources Assistant II,Health,Affluent Customer,N,Yes,14,4110 Mifflin Center,2127,NSW,Australia,8.0,0.86,1.075,1.075,1.075,312,312,1.02,Clari Voas,62
319,Zach,Hedman,Male,87,1981-09-11,Analyst Programmer,Financial Services,Affluent Customer,N,Yes,4,62 Spaight Center,2566,NSW,Australia,9.0,0.73,0.9125,1.140625,1.140625,320,320,1.015625,Zach Hedman,36
320,Paxon,Roomes,Male,78,1976-11-06,Information Systems Manager,,High Net Worth,N,Yes,7,3 Express Lane,3021,VIC,Australia,7.0,0.48,0.6,0.6,0.6,320,320,1.015625,Paxon Roomes,41
321,Parnell,Lamprey,Male,23,1977-04-08,Engineer III,Financial Services,High Net Worth,N,No,12,7353 Mallard Junction,2165,NSW,Australia,6.0,0.79,0.79,0.79,0.79,322,322,1.0125,Parnell Lamprey,40
322,Honey,Gosdin,Female,0,1981-11-29,Software Engineer I,Property,Mass Customer,N,No,17,066 Warner Trail,2582,NSW,Australia,9.0,0.55,0.55,0.6875,0.584375,322,322,1.0125,Honey Gosdin,36
323,Sonny,McCart,Male,35,1992-08-27,Account Representative I,Manufacturing,High Net Worth,N,No,9,52752 Barby Hill,3020,VIC,Australia,9.0,1.04,1.04,1.3,1.3,324,324,1.01,Sonny McCart,25
325,Deirdre,Burgoine,Female,14,1955-01-08,Programmer III,Health,High Net Worth,N,No,7,0 Stoughton Park,3000,VIC,Australia,1.0,0.74,0.74,0.74,0.74,326,326,1.009375,Deirdre Burgoine,62
326,Haleigh,missing,Female,17,1952-05-19,Senior Sales Associate,Financial Services,Mass Customer,N,Yes,18,49 Jana Point,4503,QLD,Australia,4.0,0.48,0.6,0.6,0.51,326,326,1.009375,Haleigh missing,65
327,Aldridge,Poskitt,Male,84,1982-02-10,VP Sales,,Mass Customer,N,No,12,7 Fordem Point,4161,QLD,Australia,5.0,0.63,0.63,0.7875,0.669375,326,326,1.009375,Aldridge Poskitt,35
328,Zechariah,McReidy,Male,32,1978-07-22,Technical Writer,Manufacturing,High Net Worth,N,No,21,797 Westend Street,4207,QLD,Australia,6.0,0.86,0.86,0.86,0.86,329,329,1.0,Zechariah McReidy,39
329,Carry,Costi,Female,32,1972-11-26,Senior Developer,Property,Mass Customer,N,No,11,5316 Farwell Hill,2800,NSW,Australia,4.0,0.44,0.44,0.44,0.374,329,329,1.0,Carry Costi,45
330,Alon,missing,Male,17,1999-06-23,Accountant IV,,Affluent Customer,N,No,9,770 Crest Line Parkway,4218,QLD,Australia,3.0,0.85,0.85,0.85,0.85,329,329,1.0,Alon missing,18
331,Ahmed,Pickthorne,Male,46,1959-12-25,Marketing Manager,,High Net Worth,N,Yes,15,50 American Street,2147,NSW,Australia,9.0,0.97,1.2125,1.515625,1.515625,329,329,1.0,Ahmed Pickthorne,58
332,Nil,Shirer,Male,64,1997-09-27,Librarian,Entertainment,Mass Customer,N,Yes,7,4793 Mcbride Pass,3013,VIC,Australia,8.0,0.6,0.75,0.75,0.6375,329,329,1.0,Nil Shirer,20
333,Erhard,O'Moylane,Male,33,1978-05-27,Media Manager I,Retail,Affluent Customer,N,Yes,9,01124 Dottie Lane,3630,VIC,Australia,2.0,0.7,0.875,0.875,0.875,334,334,0.99875,Erhard O'Moylane,39
334,Vitia,Axtens,Female,62,1945-08-08,Financial Advisor,Financial Services,Mass Customer,N,Yes,15,42681 Carey Alley,2011,NSW,Australia,10.0,0.46,0.575,0.71875,0.6109375,334,334,0.99875,Vitia Axtens,72
335,Haskell,Moxted,Male,81,1943-08-27,Civil Engineer,Manufacturing,Mass Customer,N,No,7,2941 Talisman Alley,2145,NSW,Australia,9.0,0.89,0.89,1.1125,0.945625,334,334,0.99875,Haskell Moxted,74
336,Ebony,Conrad,Female,8,1999-10-24,Environmental Tech,Financial Services,Mass Customer,N,Yes,16,990 Hoffman Avenue,3029,VIC,Australia,7.0,0.49,0.6125,0.6125,0.520625,334,334,0.99875,Ebony Conrad,18
337,Lincoln,Boler,Male,53,1976-01-24,Chief Design Engineer,,Affluent Customer,N,No,14,5 Summer Ridge Court,3207,VIC,Australia,8.0,0.46,0.46,0.46,0.46,338,338,0.99609375,Lincoln Boler,41
338,Vladimir,Westmerland,Male,18,1956-06-19,,Manufacturing,Mass Customer,N,Yes,18,102 Charing Cross Terrace,2640,NSW,Australia,4.0,0.69,0.8625,0.8625,0.733125,338,338,0.99609375,Vladimir Westmerland,61
339,Kylynn,Drowsfield,Female,80,1975-03-28,Editor,,High Net Worth,N,Yes,7,5 Trailsway Avenue,3059,VIC,Australia,9.0,0.54,0.675,0.84375,0.84375,338,338,0.99609375,Kylynn Drowsfield,42
340,Nicole,Ruckhard,Female,93,1969-10-09,Human Resources Manager,Health,Affluent Customer,N,Yes,17,23694 Leroy Place,4560,QLD,Australia,3.0,0.47,0.5875,0.734375,0.734375,341,341,0.99,Nicole Ruckhard,48
341,Celestina,Lethardy,Female,38,1968-12-11,Software Consultant,IT,Mass Customer,N,Yes,11,53 Memorial Street,3163,VIC,Australia,10.0,0.9,1.125,1.40625,1.1953125,341,341,0.99,Celestina Lethardy,49
342,Tannie,Petrakov,Male,84,1951-11-27,Data Coordiator,IT,Affluent Customer,N,No,10,691 Valley Edge Alley,4078,QLD,Australia,6.0,0.83,0.83,1.0375,1.0375,341,341,0.99,Tannie Petrakov,66
343,Bessy,Saladin,Female,22,1939-12-22,VP Marketing,Manufacturing,Mass Customer,N,Yes,16,60073 Pankratz Pass,4075,QLD,Australia,10.0,1.04,1.3,1.625,1.38125,341,341,0.99,Bessy Saladin,78
344,Diego,Van den Broek,Male,17,1964-09-28,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,13,8 Schlimgen Drive,4055,QLD,Australia,7.0,0.49,0.6125,0.6125,0.6125,345,345,0.988125,Diego Van den Broek,53
345,Lucilia,Minshall,Female,71,1952-04-15,,IT,Mass Customer,N,Yes,7,0237 Mallard Place,2750,NSW,Australia,8.0,0.45,0.5625,0.5625,0.478125,345,345,0.988125,Lucilia Minshall,65
346,Cissiee,Pollington,Female,43,1941-07-21,Associate Professor,Property,Mass Customer,N,Yes,7,69710 Northfield Center,2256,NSW,Australia,9.0,0.72,0.9,1.125,0.95625,345,345,0.988125,Cissiee Pollington,76
347,Eddy,Sturch,Male,22,1961-02-11,Software Consultant,Financial Services,High Net Worth,N,Yes,17,1 Kinsman Crossing,4158,QLD,Australia,6.0,0.57,0.7125,0.7125,0.7125,345,345,0.988125,Eddy Sturch,56
348,Caron,Kezar,Female,11,1953-08-08,Social Worker,Health,Mass Customer,N,No,5,40553 Rigney Avenue,2835,NSW,Australia,1.0,0.91,0.91,0.91,0.7735,349,349,0.9875,Caron Kezar,64
349,Sandor,Stirland,Male,67,1981-05-26,Web Developer IV,Manufacturing,High Net Worth,N,No,12,48578 Farmco Park,3235,VIC,Australia,10.0,0.51,0.51,0.6375,0.6375,349,349,0.9875,Sandor Stirland,36
350,Gallagher,Bromell,Male,18,1956-12-02,Assistant Manager,,Mass Customer,N,No,17,91634 Badeau Crossing,4556,QLD,Australia,8.0,0.46,0.46,0.46,0.391,349,349,0.9875,Gallagher Bromell,61
351,Murial,Bulloch,Female,59,1964-10-01,,Financial Services,Mass Customer,N,No,13,391 Old Shore Lane,2011,NSW,Australia,6.0,0.42,0.42,0.42,0.357,349,349,0.9875,Murial Bulloch,53
352,Delinda,Ech,Female,74,1944-10-21,Environmental Specialist,Argiculture,Mass Customer,N,Yes,17,28 Golf View Terrace,3101,VIC,Australia,10.0,0.89,1.1125,1.390625,1.18203125,349,349,0.9875,Delinda Ech,73
353,Hussein,Tapenden,Male,19,1953-10-19,Pharmacist,Health,Affluent Customer,N,Yes,12,0197 Sachs Avenue,2747,NSW,Australia,8.0,0.52,0.65,0.65,0.65,349,349,0.9875,Hussein Tapenden,64
354,Giulietta,Garbott,Female,59,2002-02-27,Technical Writer,,Affluent Customer,N,Yes,14,48297 Stuart Circle,3810,VIC,Australia,5.0,0.95,1.1875,1.1875,1.1875,355,355,0.984375,Giulietta Garbott,15
355,Kaylyn,Jakaway,Female,45,1980-07-30,Registered Nurse,Health,Affluent Customer,N,No,10,67 Heath Circle,2290,NSW,Australia,8.0,1.03,1.03,1.03,1.03,356,356,0.9828125,Kaylyn Jakaway,37
356,Brynn,Goodyear,Female,30,1944-11-10,Human Resources Manager,Health,Mass Customer,N,Yes,11,3 Sheridan Lane,3075,VIC,Australia,7.0,1.05,1.3125,1.3125,1.115625,356,356,0.9828125,Brynn Goodyear,73
357,Otis,missing,Male,59,1971-01-11,Electrical Engineer,Manufacturing,Affluent Customer,N,No,12,04 Oakridge Plaza,2075,NSW,Australia,11.0,0.62,0.62,0.775,0.775,358,358,0.98,Otis missing,46
359,Pace,Clemonts,Male,99,1990-07-28,Media Manager IV,Retail,High Net Worth,N,No,10,335 Cambridge Hill,3122,VIC,Australia,7.0,0.98,0.98,1.225,1.225,358,358,0.98,Pace Clemonts,27
361,Muffin,Grigolon,Male,7,1979-10-31,Senior Editor,Telecommunications,Mass Customer,N,No,12,4597 Marcy Point,2232,NSW,Australia,10.0,0.97,0.97,1.2125,1.030625,361,361,0.9775,Muffin Grigolon,38
362,Allsun,Biner,Female,67,1997-12-26,Nurse Practicioner,Financial Services,Mass Customer,N,Yes,10,9 Walton Way,2641,NSW,Australia,2.0,0.56,0.7,0.7,0.595,361,361,0.9775,Allsun Biner,20
363,Kenneth,Elleyne,Male,13,1957-09-03,Technical Writer,Financial Services,Mass Customer,N,No,13,27429 Dottie Plaza,3145,VIC,Australia,11.0,0.55,0.55,0.6875,0.584375,361,361,0.9775,Kenneth Elleyne,60
364,Clotilda,Southers,Female,62,1999-11-08,Computer Systems Analyst II,Financial Services,Mass Customer,N,Yes,15,42 Donald Hill,2323,NSW,Australia,4.0,0.57,0.7125,0.7125,0.605625,361,361,0.9775,Clotilda Southers,18
365,Augustus,Bourley,Male,60,1981-08-17,,Health,Affluent Customer,N,No,18,3 Hoepker Parkway,4152,QLD,Australia,10.0,0.96,0.96,1.2,1.2,366,366,0.975,Augustus Bourley,36
366,Daisi,Tinwell,Female,84,1971-12-24,Business Systems Development Analyst,Financial Services,Mass Customer,N,No,11,19561 Express Street,2777,NSW,Australia,8.0,0.61,0.61,0.7625,0.648125,366,366,0.975,Daisi Tinwell,46
367,Gerik,Woodroof,Male,18,1959-06-13,Paralegal,Financial Services,High Net Worth,N,Yes,9,41 Kropf Road,3175,VIC,Australia,7.0,0.69,0.8625,0.8625,0.8625,366,366,0.975,Gerik Woodroof,58
368,Claresta,MacConnulty,Female,6,1957-10-01,Recruiting Manager,,Mass Customer,N,Yes,20,0516 Fremont Point,2026,NSW,Australia,9.0,1.09,1.3625,1.703125,1.44765625,366,366,0.975,Claresta MacConnulty,60
369,Arty,Fontelles,Male,50,1994-10-21,Help Desk Technician,IT,High Net Worth,N,No,4,7872 South Junction,3197,VIC,Australia,4.0,0.56,0.56,0.56,0.56,370,370,0.97,Arty Fontelles,23
370,Giulia,Hazart,Female,57,1978-08-02,Help Desk Technician,,Mass Customer,N,No,11,81 Donald Parkway,4218,QLD,Australia,11.0,0.97,0.97,1.2125,1.030625,371,371,0.96875,Giulia Hazart,39
371,Whit,Emloch,Male,30,1963-08-20,Food Chemist,Health,Mass Customer,N,Yes,6,105 Carpenter Court,2220,NSW,Australia,9.0,0.43,0.5375,0.671875,0.57109375,372,372,0.966875,Whit Emloch,54
372,Rowan,Summerly,Male,4,1974-07-05,Librarian,Entertainment,Mass Customer,N,No,9,58231 Tomscot Plaza,2209,NSW,Australia,10.0,0.49,0.49,0.6125,0.520625,372,372,0.966875,Rowan Summerly,43
